Post Code,Post Office Name,Post Office Level,Phone,Province,District,Commune,Address,Status,Branch,Pickup Branch,Commune EN,Commune Khmer,Phone Number,Main Branch Phone,Branch Code,Branch EN,Branch Khmer,Category,Post office level,Type,Latitude,Longitude,Search Text
BANA001,Chamnaom,AGENT,0716111197,Banteay Meanchey,Mongkol Borei,Chamnaom,"Chamnaom, Mongkol Borei, Banteay Meanchey, Cambodia",ACTIVE,BAN,BANA001,Chamnaom,Chamnaom,0716111197,0316000285,BAN,Banteay Meanchey,Banteay Meanchey,AGENT,AGENT,AGENT,13.437565,102.934632,BANA001 | Chamnaom | 0716111197 | BAN | Banteay Meanchey | Mongkol Borei | AGENT
PNPP014,Doun Penh,POST,0888985557,Phnom Penh,Chamkar Mon,Doun Penh,"Doun Penh, Chamkar Mon, Phnom Penh, Cambodia",ACTIVE,PNP,PNPP014,Doun Penh,Doun Penh,0888985557,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.56927,104.91889,PNPP014 | Doun Penh | 0888985557 | PNP | Phnom Penh | Chamkar Mon | POST
PNPS001,Phsar Thmei Ti Muoy,POST,0441553,Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,"Phsar Thmei Ti Muoy, Doun Penh, Phnom Penh, Cambodia",ACTIVE,PNP,PNPS001,Phsar Thmei Ti Muoy,Phsar Thmei Ti Muoy,0441553,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.566858,104.920799,PNPS001 | Phsar Thmei Ti Muoy | 0441553 | PNP | Phnom Penh | Doun Penh | POST
PNPS002,Boeng Kak Ti Pir,POST,0251599,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,"Boeng Kak Ti Pir, Tuol Kouk, Phnom Penh, Cambodia",ACTIVE,PNP,PNPS002,Boeng Kak Ti Pir,Boeng Kak Ti Pir,0251599,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.573333,104.897194,PNPS002 | Boeng Kak Ti Pir | 0251599 | PNP | Phnom Penh | Tuol Kouk | POST
PNPS003,Nirouth,POST,0711053,Phnom Penh,Chbar Ampov,Nirouth,"Nirouth, Chbar Ampov, Phnom Penh, Cambodia",ACTIVE,PNP,PNPS003,Nirouth,Nirouth,0711053,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.531241,104.941846,PNPS003 | Nirouth | 0711053 | PNP | Phnom Penh | Chbar Ampov | POST
PNPS004,Tuek Thla,POST,0270003,Phnom Penh,Saensokh,Tuek Thla,"Tuek Thla, Saensokh, Phnom Penh, Cambodia",ACTIVE,PNP,PNPS004,Tuek Thla,Tuek Thla,0270003,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.562672,104.877815,PNPS004 | Tuek Thla | 0270003 | PNP | Phnom Penh | Saensokh | POST
PNPS005,Chaom Chau Ti Muoy 01,POST,0427475,Phnom Penh,Chamkar Mon,Chaom Chau Ti Muoy 01,"Chaom Chau Ti Muoy 01, Chamkar Mon, Phnom Penh, Cambodia",ACTIVE,PNP,PNPS005,Chaom Chau Ti Muoy 01,Chaom Chau Ti Muoy 01,0427475,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.532352,104.832526,PNPS005 | Chaom Chau Ti Muoy 01 | 0427475 | PNP | Phnom Penh | Chamkar Mon | POST
PNPS006,Srah Chak,POST,0811064,Phnom Penh,Doun Penh,Srah Chak,"Srah Chak, Doun Penh, Phnom Penh, Cambodia",ACTIVE,PNP,PNPS006,Srah Chak,Srah Chak,0811064,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.585659,104.915881,PNPS006 | Srah Chak | 0811064 | PNP | Phnom Penh | Doun Penh | POST
PNPS007,Tuol Svay Prey Ti Pir,POST,0277379,Phnom Penh,Boeng Keng Kang,Tuol Svay Prey Ti Pir,"Tuol Svay Prey Ti Pir, Boeng Keng Kang, Phnom Penh, Cambodia",ACTIVE,PNP,PNPS007,Tuol Svay Prey Ti Pir,Tuol Svay Prey Ti Pir,0277379,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.550046,104.904741,PNPS007 | Tuol Svay Prey Ti Pir | 0277379 | PNP | Phnom Penh | Boeng Keng Kang | POST
PNPS008,Chaom Chau Ti Muoy 02,POST,0244350,Phnom Penh,Chamkar Mon,Chaom Chau Ti Muoy 02,"Chaom Chau Ti Muoy 02, Chamkar Mon, Phnom Penh, Cambodia",ACTIVE,PNP,PNPS008,Chaom Chau Ti Muoy 02,Chaom Chau Ti Muoy 02,0244350,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,POST,POST,POST,11.532598,104.870151,PNPS008 | Chaom Chau Ti Muoy 02 | 0244350 | PNP | Phnom Penh | Chamkar Mon | POST
TEST,MAPBCCS,AGENT,0314930000,Phnom Penh,Chamkar Mon,MAPBCCS,"MAPBCCS, Chamkar Mon, Phnom Penh, Cambodia",ACTIVE,PNP,TEST,MAPBCCS,MAPBCCS,0314930000,0886479090,PNP,Phnom Penh Branch,Phnom Penh Branch,AGENT,AGENT,AGENT,11.55094,104.93591,TEST | MAPBCCS | 0314930000 | PNP | Phnom Penh | Chamkar Mon | AGENT
PRE040,Pea REANG,AGENT,0717740101,Prey Veng,Prey Veng,Pea REANG,"Pea REANG, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PRE040,Pea REANG,Pea REANG,0717740101,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.707276,105.15678,PRE040 | Pea REANG | 0717740101 | PRE | Prey Veng | Prey Veng | AGENT
PREA001,Prey Pnov 01,AGENT,0888814399,Prey Veng,Pea Reang,Prey Pnov 01,"Prey Pnov 01, Pea Reang, Prey Veng, Cambodia",ACTIVE,PRE,PREA001,Prey Pnov 01,Prey Pnov 01,0888814399,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.611617,105.367041,PREA001 | Prey Pnov 01 | 0888814399 | PRE | Prey Veng | Pea Reang | AGENT
PREA002,Prey Kanlaong,AGENT,0888864046,Prey Veng,Pur Rieng,Prey Kanlaong,"Prey Kanlaong, Pur Rieng, Prey Veng, Cambodia",ACTIVE,PRE,PREA002,Prey Kanlaong,Prey Kanlaong,0888864046,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.548952,105.321298,PREA002 | Prey Kanlaong | 0888864046 | PRE | Prey Veng | Pur Rieng | AGENT
PREA003,Svay Antor 01,AGENT,0888881669,Prey Veng,Svay Antor,Svay Antor 01,"Svay Antor 01, Svay Antor, Prey Veng, Cambodia",ACTIVE,PRE,PREA003,Svay Antor 01,Svay Antor 01,0888881669,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.571646,105.420105,PREA003 | Svay Antor 01 | 0888881669 | PRE | Prey Veng | Svay Antor | AGENT
PREA004,Svay Antor 02,AGENT,0977610036,Prey Veng,Svay Antor,Svay Antor 02,"Svay Antor 02, Svay Antor, Prey Veng, Cambodia",ACTIVE,PRE,PREA004,Svay Antor 02,Svay Antor 02,0977610036,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.59789,105.420474,PREA004 | Svay Antor 02 | 0977610036 | PRE | Prey Veng | Svay Antor | AGENT
PREA005,Preaek Ta Sar,AGENT,0718880188,Prey Veng,Pur Rieng,Preaek Ta Sar,"Preaek Ta Sar, Pur Rieng, Prey Veng, Cambodia",ACTIVE,PRE,PREA005,Preaek Ta Sar,Preaek Ta Sar,0718880188,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.5544,105.127824,PREA005 | Preaek Ta Sar | 0718880188 | PRE | Prey Veng | Pur Rieng | AGENT
PREA006,Prey Daeum Thnoeng,AGENT,0975161696,Prey Veng,Sithor Kandal,Prey Daeum Thnoeng,"Prey Daeum Thnoeng, Sithor Kandal, Prey Veng, Cambodia",ACTIVE,PRE,PREA006,Prey Daeum Thnoeng,Prey Daeum Thnoeng,0975161696,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.775516,105.369815,PREA006 | Prey Daeum Thnoeng | 0975161696 | PRE | Prey Veng | Sithor Kandal | AGENT
PREA007,Roka,AGENT,0887923737,Prey Veng,Peam Chor,Roka,"Roka, Peam Chor, Prey Veng, Cambodia",ACTIVE,PRE,PREA007,Roka,Roka,0887923737,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.664424,105.225004,PREA007 | Roka | 0887923737 | PRE | Prey Veng | Peam Chor | AGENT
PREA008,Prey Pnov 02,AGENT,068663933,Prey Veng,Pea Reang,Prey Pnov 02,"Prey Pnov 02, Pea Reang, Prey Veng, Cambodia",ACTIVE,PRE,PREA008,Prey Pnov 02,Prey Pnov 02,068663933,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.648247,105.34067,PREA008 | Prey Pnov 02 | 068663933 | PRE | Prey Veng | Pea Reang | AGENT
PREA009,Smaong Khang Cheung,AGENT,0717764777,Prey Veng,Kamchay Mear,Smaong Khang Cheung,"Smaong Khang Cheung, Kamchay Mear, Prey Veng, Cambodia",ACTIVE,PRE,PREA009,Smaong Khang Cheung,Smaong Khang Cheung,0717764777,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.553368,105.600953,PREA009 | Smaong Khang Cheung | 0717764777 | PRE | Prey Veng | Kamchay Mear | AGENT
PREA010,Tnaot,AGENT,0716638822,Prey Veng,Kanhchriech,Tnaot,"Tnaot, Kanhchriech, Prey Veng, Cambodia",ACTIVE,PRE,PREA010,Tnaot,Tnaot,0716638822,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.743958,105.530275,PREA010 | Tnaot | 0716638822 | PRE | Prey Veng | Kanhchriech | AGENT
PREA011,Kranhung,AGENT,0979227625,Prey Veng,Kamchay Mear,Kranhung,"Kranhung, Kamchay Mear, Prey Veng, Cambodia",ACTIVE,PRE,PREA011,Kranhung,Kranhung,0979227625,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.575922,105.662392,PREA011 | Kranhung | 0979227625 | PRE | Prey Veng | Kamchay Mear | AGENT
PREA012,Chres 01,AGENT,0713644302,Prey Veng,Me Sang,Chres 01,"Chres 01, Me Sang, Prey Veng, Cambodia",ACTIVE,PRE,PREA012,Chres 01,Chres 01,0713644302,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.342191,105.622593,PREA012 | Chres 01 | 0713644302 | PRE | Prey Veng | Me Sang | AGENT
PREA013,Prasat,AGENT,0314262232,Prey Veng,Kampong Trabaek,Prasat,"Prasat, Kampong Trabaek, Prey Veng, Cambodia",ACTIVE,PRE,PREA013,Prasat,Prasat,0314262232,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.147729,105.541211,PREA013 | Prasat | 0314262232 | PRE | Prey Veng | Kampong Trabaek | AGENT
PREA014,Angkor Sar,AGENT,0887732183,Prey Veng,Me Sang,Angkor Sar,"Angkor Sar, Me Sang, Prey Veng, Cambodia",ACTIVE,PRE,PREA014,Angkor Sar,Angkor Sar,0887732183,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.268447,105.667765,PREA014 | Angkor Sar | 0887732183 | PRE | Prey Veng | Me Sang | AGENT
PREA015,Banteay Chakrei 01,AGENT,090348958,Prey Veng,Preah Sdach,Banteay Chakrei 01,"Banteay Chakrei 01, Preah Sdach, Prey Veng, Cambodia",ACTIVE,PRE,PREA015,Banteay Chakrei 01,Banteay Chakrei 01,090348958,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.029347,105.378702,PREA015 | Banteay Chakrei 01 | 090348958 | PRE | Prey Veng | Preah Sdach | AGENT
PREA016,Boeng Preah,AGENT,0716909494,Prey Veng,Ba Phnum,Boeng Preah,"Boeng Preah, Ba Phnum, Prey Veng, Cambodia",ACTIVE,PRE,PREA016,Boeng Preah,Boeng Preah,0716909494,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.325107,105.440185,PREA016 | Boeng Preah | 0716909494 | PRE | Prey Veng | Ba Phnum | AGENT
PREA017,Preaek Khsay Kha,AGENT,090236222,Prey Veng,Peam Ro,Preaek Khsay Kha,"Preaek Khsay Kha, Peam Ro, Prey Veng, Cambodia",ACTIVE,PRE,PREA017,Preaek Khsay Kha,Preaek Khsay Kha,090236222,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.263423,105.284942,PREA017 | Preaek Khsay Kha | 090236222 | PRE | Prey Veng | Peam Ro | AGENT
PREA018,Prey Totueng,AGENT,0978381594,Prey Veng,Me Sang,Prey Totueng,"Prey Totueng, Me Sang, Prey Veng, Cambodia",ACTIVE,PRE,PREA018,Prey Totueng,Prey Totueng,0978381594,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.39061,105.609572,PREA018 | Prey Totueng | 0978381594 | PRE | Prey Veng | Me Sang | AGENT
PREA019,Kampong Trabaek,AGENT,0978993411,Prey Veng,Kamchay Mear,Kampong Trabaek,"Kampong Trabaek, Kamchay Mear, Prey Veng, Cambodia",ACTIVE,PRE,PREA019,Kampong Trabaek,Kampong Trabaek,0978993411,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.142464,105.482792,PREA019 | Kampong Trabaek | 0978993411 | PRE | Prey Veng | Kamchay Mear | AGENT
PREA020,Angkor Reach,AGENT,0978931026,Prey Veng,Preah Sdach,Angkor Reach,"Angkor Reach, Preah Sdach, Prey Veng, Cambodia",ACTIVE,PRE,PREA020,Angkor Reach,Angkor Reach,0978931026,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.095309,105.384188,PREA020 | Angkor Reach | 0978931026 | PRE | Prey Veng | Preah Sdach | AGENT
PREA021,Banteay Chakrei 02,AGENT,0714884338,Prey Veng,Preah Sdach,Banteay Chakrei 02,"Banteay Chakrei 02, Preah Sdach, Prey Veng, Cambodia",ACTIVE,PRE,PREA021,Banteay Chakrei 02,Banteay Chakrei 02,0714884338,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,10.966321,105.42245,PREA021 | Banteay Chakrei 02 | 0714884338 | PRE | Prey Veng | Preah Sdach | AGENT
PREA022,Chres 02,AGENT,0979060115,Prey Veng,Me Sang,Chres 02,"Chres 02, Me Sang, Prey Veng, Cambodia",ACTIVE,PRE,PREA022,Chres 02,Chres 02,0979060115,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.352907,105.646832,PREA022 | Chres 02 | 0979060115 | PRE | Prey Veng | Me Sang | AGENT
PREA023,Peam Ro,AGENT,0314440002,Prey Veng,Peam Ro,Peam Ro,"Peam Ro, Peam Ro, Prey Veng, Cambodia",ACTIVE,PRE,PREA023,Peam Ro,Peam Ro,0314440002,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.32042,105.283219,PREA023 | Peam Ro | 0314440002 | PRE | Prey Veng | Peam Ro | AGENT
PREA024,Chheu Kach,AGENT,0315555262,Prey Veng,Ba Phnum,Chheu Kach,"Chheu Kach, Ba Phnum, Prey Veng, Cambodia",ACTIVE,PRE,PREA024,Chheu Kach,Chheu Kach,0315555262,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.256568,105.400833,PREA024 | Chheu Kach | 0315555262 | PRE | Prey Veng | Ba Phnum | AGENT
PREA025,Peam Muntear,AGENT,0712220180,Prey Veng,Prey Veng,Peam Muntear,"Peam Muntear, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA025,Peam Muntear,Peam Muntear,0712220180,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.008778,105.464324,PREA025 | Peam Muntear | 0712220180 | PRE | Prey Veng | Prey Veng | AGENT
PREA026,Prey Tueng,AGENT,0314874949,Prey Veng,Sithor Kandal,Prey Tueng,"Prey Tueng, Sithor Kandal, Prey Veng, Cambodia",ACTIVE,PRE,PREA026,Prey Tueng,Prey Tueng,0314874949,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.739997,105.372161,PREA026 | Prey Tueng | 0314874949 | PRE | Prey Veng | Sithor Kandal | AGENT
PREA027,CHHEANG SEANGKHIN,AGENT,090772299,Prey Veng,Prey Veng,CHHEANG SEANGKHIN,"CHHEANG SEANGKHIN, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA027,CHHEANG SEANGKHIN,CHHEANG SEANGKHIN,090772299,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.31939,105.399572,PREA027 | CHHEANG SEANGKHIN | 090772299 | PRE | Prey Veng | Prey Veng | AGENT
PREA028,Sao Raksmey,AGENT,0972706439,Prey Veng,Prey Veng,Sao Raksmey,"Sao Raksmey, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA028,Sao Raksmey,Sao Raksmey,0972706439,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.84313,105.370159,PREA028 | Sao Raksmey | 0972706439 | PRE | Prey Veng | Prey Veng | AGENT
PREA029,Kampong Soeng,AGENT,0884653111,Prey Veng,Preah Sdach,Kampong Soeng,"Kampong Soeng, Preah Sdach, Prey Veng, Cambodia",ACTIVE,PRE,PREA029,Kampong Soeng,Kampong Soeng,0884653111,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.215623,105.347501,PREA029 | Kampong Soeng | 0884653111 | PRE | Prey Veng | Preah Sdach | AGENT
PREA030,Me Sang,AGENT,0317000006,Prey Veng,Prey Veng,Me Sang,"Me Sang, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA030,Me Sang,Me Sang,0317000006,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.327182,105.541394,PREA030 | Me Sang | 0317000006 | PRE | Prey Veng | Prey Veng | AGENT
PREA031,Kampong Trabaek,AGENT,0889916636,Prey Veng,Kamchay Mear,Kampong Trabaek,"Kampong Trabaek, Kamchay Mear, Prey Veng, Cambodia",ACTIVE,PRE,PREA031,Kampong Trabaek,Kampong Trabaek,0889916636,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.197135,105.515982,PREA031 | Kampong Trabaek | 0889916636 | PRE | Prey Veng | Kamchay Mear | AGENT
PREA032,Peam Ro,AGENT,0884311255,Prey Veng,Peam Ro,Peam Ro,"Peam Ro, Peam Ro, Prey Veng, Cambodia",ACTIVE,PRE,PREA032,Peam Ro,Peam Ro,0884311255,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.343899,105.305749,PREA032 | Peam Ro | 0884311255 | PRE | Prey Veng | Peam Ro | AGENT
PREA033,Svay Antor,AGENT,0716334505,Prey Veng,Svay Antor,Svay Antor,"Svay Antor, Svay Antor, Prey Veng, Cambodia",ACTIVE,PRE,PREA033,Svay Antor,Svay Antor,0716334505,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.462464,105.498355,PREA033 | Svay Antor | 0716334505 | PRE | Prey Veng | Svay Antor | AGENT
PREA034,Kamchay Mear,AGENT,0712897000,Prey Veng,Prey Veng,Kamchay Mear,"Kamchay Mear, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA034,Kamchay Mear,Kamchay Mear,0712897000,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.62477,105.761708,PREA034 | Kamchay Mear | 0712897000 | PRE | Prey Veng | Prey Veng | AGENT
PREA035,Preach Sdach,AGENT,066699942,Prey Veng,Prey Veng,Preach Sdach,"Preach Sdach, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA035,Preach Sdach,Preach Sdach,066699942,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,10.974233,105.36526,PREA035 | Preach Sdach | 066699942 | PRE | Prey Veng | Prey Veng | AGENT
PREA036,Preach Sdach,AGENT,0977752906,Prey Veng,Prey Veng,Preach Sdach,"Preach Sdach, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA036,Preach Sdach,Preach Sdach,0977752906,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.110392,105.313643,PREA036 | Preach Sdach | 0977752906 | PRE | Prey Veng | Prey Veng | AGENT
PREA037,Preach Sdach,AGENT,0888897456,Prey Veng,Prey Veng,Preach Sdach,"Preach Sdach, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA037,Preach Sdach,Preach Sdach,0888897456,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.093123,105.434534,PREA037 | Preach Sdach | 0888897456 | PRE | Prey Veng | Prey Veng | AGENT
PREA038,Svay Antor,AGENT,0718000166,Prey Veng,Svay Antor,Svay Antor,"Svay Antor, Svay Antor, Prey Veng, Cambodia",ACTIVE,PRE,PREA038,Svay Antor,Svay Antor,0718000166,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.494037,105.531945,PREA038 | Svay Antor | 0718000166 | PRE | Prey Veng | Svay Antor | AGENT
PREA039,Kanhchriech,AGENT,0319800009,Prey Veng,Kanhchriech,Kanhchriech,"Kanhchriech, Kanhchriech, Prey Veng, Cambodia",ACTIVE,PRE,PREA039,Kanhchriech,Kanhchriech,0319800009,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.689623,105.562573,PREA039 | Kanhchriech | 0319800009 | PRE | Prey Veng | Kanhchriech | AGENT
PREA041,Peam Chor,AGENT,0886475724,Prey Veng,Prey Veng,Peam Chor,"Peam Chor, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA041,Peam Chor,Peam Chor,0886475724,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,10.918399,105.198258,PREA041 | Peam Chor | 0886475724 | PRE | Prey Veng | Prey Veng | AGENT
PREA042,Pur Rieng,AGENT,0315997878,Prey Veng,Prey Veng,Pur Rieng,"Pur Rieng, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA042,Pur Rieng,Pur Rieng,0315997878,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.581067,105.215352,PREA042 | Pur Rieng | 0315997878 | PRE | Prey Veng | Prey Veng | AGENT
PREA043,Peam Chor,AGENT,0977936366,Prey Veng,Prey Veng,Peam Chor,"Peam Chor, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA043,Peam Chor,Peam Chor,0977936366,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.012365,105.266483,PREA043 | Peam Chor | 0977936366 | PRE | Prey Veng | Prey Veng | AGENT
PREA044,Pea Reang,AGENT,0886340555,Prey Veng,Prey Veng,Pea Reang,"Pea Reang, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA044,Pea Reang,Pea Reang,0886340555,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.64663,105.124823,PREA044 | Pea Reang | 0886340555 | PRE | Prey Veng | Prey Veng | AGENT
PREA045,Kampong Trabaek,AGENT,0312333800,Prey Veng,Kamchay Mear,Kampong Trabaek,"Kampong Trabaek, Kamchay Mear, Prey Veng, Cambodia",ACTIVE,PRE,PREA045,Kampong Trabaek,Kampong Trabaek,0312333800,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.037726,105.56206,PREA045 | Kampong Trabaek | 0312333800 | PRE | Prey Veng | Kamchay Mear | AGENT
PREA046,Kampong Trabaek,AGENT,0314938899,Prey Veng,Kamchay Mear,Kampong Trabaek,"Kampong Trabaek, Kamchay Mear, Prey Veng, Cambodia",ACTIVE,PRE,PREA046,Kampong Trabaek,Kampong Trabaek,0314938899,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,10.986465,105.553532,PREA046 | Kampong Trabaek | 0314938899 | PRE | Prey Veng | Kamchay Mear | AGENT
PREA047,Peam Chor,AGENT,0719444467,Prey Veng,Prey Veng,Peam Chor,"Peam Chor, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA047,Peam Chor,Peam Chor,0719444467,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.1976,105.268524,PREA047 | Peam Chor | 0719444467 | PRE | Prey Veng | Prey Veng | AGENT
PREA048,Me Sang,AGENT,0979879167,Prey Veng,Prey Veng,Me Sang,"Me Sang, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA048,Me Sang,Me Sang,0979879167,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.3383,105.5627,PREA048 | Me Sang | 0979879167 | PRE | Prey Veng | Prey Veng | AGENT
PREA050,Pea Reang,AGENT,0314444773,Prey Veng,Prey Veng,Pea Reang,"Pea Reang, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREA050,Pea Reang,Pea Reang,0314444773,0712930022,PRE,Prey Veng,Prey Veng,AGENT,AGENT,AGENT,11.705862,105.303983,PREA050 | Pea Reang | 0314444773 | PRE | Prey Veng | Prey Veng | AGENT
PREP001,Prey Veng,POST,0712930022,Prey Veng,Prey Veng,Prey Veng,"Prey Veng, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PREP001,Prey Veng,Prey Veng,0712930022,0712930022,PRE,Prey Veng,Prey Veng,POST,POST,POST,11.4895,105.329192,PREP001 | Prey Veng | 0712930022 | PRE | Prey Veng | Prey Veng | POST
PRES001,Kampong Leav,POST,0973330402,Prey Veng,Prey Veng,Kampong Leav,"Kampong Leav, Prey Veng, Prey Veng, Cambodia",ACTIVE,PRE,PRES001,Kampong Leav,Kampong Leav,0973330402,0712930022,PRE,Prey Veng,Prey Veng,POST,POST,POST,11.486712,105.326166,PRES001 | Kampong Leav | 0973330402 | PRE | Prey Veng | Prey Veng | POST
PRES002,Preaek Khsay Kha,POST,0889401311,Prey Veng,Peam Ro,Preaek Khsay Kha,"Preaek Khsay Kha, Peam Ro, Prey Veng, Cambodia",ACTIVE,PRE,PRES002,Preaek Khsay Kha,Preaek Khsay Kha,0889401311,0712930022,PRE,Prey Veng,Prey Veng,POST,POST,POST,11.261454,105.289131,PRES002 | Preaek Khsay Kha | 0889401311 | PRE | Prey Veng | Peam Ro | POST
PRES003,Chheu Kach,POST,0264317,Prey Veng,Ba Phnum,Chheu Kach,"Chheu Kach, Ba Phnum, Prey Veng, Cambodia",ACTIVE,PRE,PRES003,Chheu Kach,Chheu Kach,0264317,0712930022,PRE,Prey Veng,Prey Veng,POST,POST,POST,11.256791,105.400789,PRES003 | Chheu Kach | 0264317 | PRE | Prey Veng | Ba Phnum | POST
PRES004,Chheu Kach,POST,068406208,Prey Veng,Ba Phnum,Chheu Kach,"Chheu Kach, Ba Phnum, Prey Veng, Cambodia",ACTIVE,PRE,PRES004,Chheu Kach,Chheu Kach,068406208,0712930022,PRE,Prey Veng,Prey Veng,POST,POST,POST,11.256732,105.400851,PRES004 | Chheu Kach | 068406208 | PRE | Prey Veng | Ba Phnum | POST
PRES005,Roka,POST,0973856137,Prey Veng,Peam Chor,Roka,"Roka, Peam Chor, Prey Veng, Cambodia",ACTIVE,PRE,PRES005,Roka,Roka,0973856137,0712930022,PRE,Prey Veng,Prey Veng,POST,POST,POST,11.663987,105.221573,PRES005 | Roka | 0973856137 | PRE | Prey Veng | Peam Chor | POST
